Origin,Destination,Distance_km,Carrier,Weather,Traffic,Month,Is_Festival_Season,Delayed,Delay_Hours
Bangalore,Kolkata,2027,Blue Dart,Clear,Jam (Gridlock),3,0,1,3.96
Ahmedabad,Chennai,610,Delhivery,Clear,Low,1,0,0,0.0
Hyderabad,Pune,761,Xpressbees,Rain,Medium,9,0,0,0.0
Bangalore,Chennai,939,Ecom Express,Clear,High,6,0,0,0.0
Hyderabad,Mumbai,372,Ecom Express,Storm,Medium,10,1,0,0.0
Delhi,Kolkata,2428,Shadowfax,Heavy Rain (Monsoon),High,10,1,0,0.0
Jaipur,Pune,2232,Ecom Express,Rain,Low,6,0,1,3.24
Bangalore,Lucknow,76,Delhivery,Clear,Medium,12,0,0,0.0
Bangalore,Mumbai,892,India Post,Clear,High,8,0,0,0.0
Jaipur,Bangalore,922,Shadowfax,Clear,High,5,0,0,0.0
Mumbai,Chennai,244,Delhivery,Rain,High,10,1,0,0.0
Chennai,Ahmedabad,174,DTDC,Clear,Medium,3,0,0,0.0
Delhi,Mumbai,749,DTDC,Rain,Jam (Gridlock),8,0,1,5.25
Delhi,Pune,2109,DTDC,Storm,Medium,4,0,0,0.0
Bangalore,Jaipur,747,Shadowfax,Rain,Medium,8,0,0,0.0
Hyderabad,Delhi,2418,DTDC,Clear,High,7,0,0,0.0
Kolkata,Bangalore,1885,Shadowfax,Clear,High,7,0,0,0.0
Pune,Delhi,1977,Delhivery,Fog,Low,1,0,1,7.45
Jaipur,Lucknow,2091,Delhivery,Heavy Rain (Monsoon),High,10,1,0,0.0
Jaipur,Ahmedabad,1550,Ecom Express,Clear,Low,12,0,0,0.0
Bangalore,Ahmedabad,773,Xpressbees,Heavy Rain (Monsoon),High,9,0,1,7.01
Kolkata,Pune,1148,Shadowfax,Heavy Rain (Monsoon),Jam (Gridlock),6,0,1,11.0
Delhi,Hyderabad,609,DTDC,Clear,High,6,0,0,0.0
Delhi,Ahmedabad,1349,Blue Dart,Clear,High,5,0,0,0.0
Mumbai,Jaipur,1960,DTDC,Storm,Medium,3,0,0,0.0
Chennai,Jaipur,1626,DTDC,Clear,Low,10,1,1,23.14
Bangalore,Mumbai,1884,Ecom Express,Clear,Jam (Gridlock),12,0,1,5.07
Pune,Bangalore,1223,India Post,Heavy Rain (Monsoon),High,1,0,0,0.0
Lucknow,Bangalore,1458,Xpressbees,Clear,Jam (Gridlock),1,0,0,0.0
Jaipur,Lucknow,832,Delhivery,Clear,Low,5,0,0,0.0
Jaipur,Ahmedabad,1764,Delhivery,Clear,Low,11,1,0,0.0
Hyderabad,Jaipur,2496,India Post,Storm,Medium,2,0,0,0.0
Lucknow,Kolkata,115,Xpressbees,Clear,Medium,4,0,1,0.0
Jaipur,Lucknow,1875,India Post,Storm,High,11,1,0,0.0
Pune,Kolkata,435,Blue Dart,Rain,High,5,0,1,2.51
Jaipur,Hyderabad,1024,India Post,Heavy Rain (Monsoon),Low,9,0,1,20.26
Hyderabad,Bangalore,576,India Post,Clear,High,4,0,0,0.0
Lucknow,Mumbai,1050,India Post,Clear,High,2,0,0,0.0
Kolkata,Jaipur,478,Blue Dart,Clear,Low,5,0,0,0.0
Mumbai,Hyderabad,1350,India Post,Clear,Low,3,0,0,0.0
Pune,Kolkata,1946,Shadowfax,Heavy Rain (Monsoon),Jam (Gridlock),10,1,1,39.09
Bangalore,Pune,1849,Delhivery,Heavy Rain (Monsoon),Medium,9,0,1,16.32
Delhi,Kolkata,538,Ecom Express,Clear,Jam (Gridlock),3,0,0,0.0
Pune,Mumbai,1460,Shadowfax,Heavy Rain (Monsoon),Medium,8,0,1,20.95
Lucknow,Chennai,1154,Blue Dart,Fog,High,1,0,0,0.0
Ahmedabad,Mumbai,2269,Ecom Express,Heavy Rain (Monsoon),Low,7,0,0,0.0
Pune,Mumbai,1297,Xpressbees,Clear,Medium,11,1,0,0.0
Chennai,Delhi,1559,Ecom Express,Fog,High,12,0,0,0.0
Delhi,Pune,1033,Shadowfax,Clear,Jam (Gridlock),8,0,1,3.65
Lucknow,Hyderabad,1101,Blue Dart,Storm,Medium,4,0,0,0.0
Chennai,Mumbai,1385,DTDC,Rain,High,7,0,0,0.0
Chennai,Bangalore,136,Delhivery,Heavy Rain (Monsoon),Jam (Gridlock),4,0,1,18.52
Bangalore,Mumbai,2298,India Post,Clear,Low,9,0,0,0.0
Ahmedabad,Chennai,997,Blue Dart,Rain,High,8,0,0,0.0
Pune,Mumbai,1948,India Post,Storm,Medium,5,0,0,0.0
Kolkata,Jaipur,1587,Delhivery,Heavy Rain (Monsoon),Low,6,0,0,0.0
Bangalore,Lucknow,1230,DTDC,Rain,Medium,8,0,1,1.21
Pune,Ahmedabad,886,India Post,Clear,Medium,1,0,0,0.0
Chennai,Pune,1616,Blue Dart,Clear,Medium,6,0,1,0.0
Pune,Delhi,2169,Blue Dart,Storm,Jam (Gridlock),10,1,1,15.36
Bangalore,Ahmedabad,1997,Blue Dart,Rain,High,7,0,0,0.0
Pune,Mumbai,1498,Shadowfax,Clear,Medium,4,0,0,0.0
Delhi,Ahmedabad,817,Shadowfax,Clear,Medium,1,0,0,0.0
Kolkata,Hyderabad,2242,India Post,Clear,Medium,1,0,0,0.0
Lucknow,Ahmedabad,470,Xpressbees,Clear,Low,5,0,0,0.0
Hyderabad,Chennai,1649,Xpressbees,Heavy Rain (Monsoon),Medium,2,0,1,12.48
Chennai,Bangalore,370,Delhivery,Fog,Medium,12,0,0,0.0
Lucknow,Delhi,1869,Blue Dart,Heavy Rain (Monsoon),Medium,7,0,0,0.0
Kolkata,Hyderabad,335,India Post,Clear,Medium,9,0,1,0.0
Chennai,Mumbai,1681,DTDC,Clear,High,1,0,1,0.0
Kolkata,Pune,1190,India Post,Heavy Rain (Monsoon),Medium,12,0,1,20.18
Delhi,Ahmedabad,558,Xpressbees,Rain,High,9,0,0,0.0
Jaipur,Pune,1694,DTDC,Heavy Rain (Monsoon),Low,7,0,1,14.92
Pune,Jaipur,54,Shadowfax,Storm,Medium,11,1,0,0.0
Kolkata,Ahmedabad,522,Ecom Express,Clear,Medium,11,1,0,0.0
Kolkata,Pune,96,Ecom Express,Clear,Low,4,0,0,0.0
Kolkata,Chennai,634,Shadowfax,Clear,Medium,3,0,1,0.0
Jaipur,Lucknow,2417,India Post,Clear,High,6,0,0,0.0
Lucknow,Delhi,1427,India Post,Clear,Medium,8,0,0,0.0
Mumbai,Pune,2388,Ecom Express,Clear,Medium,1,0,0,0.0
Hyderabad,Delhi,1140,Delhivery,Rain,High,4,0,0,0.0
Bangalore,Mumbai,2356,Ecom Express,Clear,Medium,7,0,0,0.0
Hyderabad,Pune,2422,Shadowfax,Clear,Low,6,0,0,0.0
Kolkata,Hyderabad,284,Xpressbees,Heavy Rain (Monsoon),High,7,0,0,0.0
Bangalore,Pune,1739,Ecom Express,Clear,Jam (Gridlock),10,1,0,0.0
Pune,Mumbai,1795,India Post,Rain,High,6,0,0,0.0
Bangalore,Kolkata,1327,DTDC,Clear,High,6,0,0,0.0
Ahmedabad,Jaipur,1549,Shadowfax,Fog,High,1,0,0,0.0
Bangalore,Lucknow,1873,Shadowfax,Clear,High,11,1,0,0.0
Hyderabad,Delhi,1608,Delhivery,Heavy Rain (Monsoon),Low,7,0,0,0.0
Kolkata,Jaipur,1965,Blue Dart,Clear,Medium,4,0,0,0.0
Jaipur,Mumbai,2048,Delhivery,Clear,Medium,12,0,0,0.0
Lucknow,Hyderabad,1808,Delhivery,Clear,Medium,2,0,0,0.0
Chennai,Kolkata,1515,Delhivery,Clear,Medium,3,0,0,0.0
Chennai,Hyderabad,1211,DTDC,Rain,Medium,4,0,0,0.0
Pune,Kolkata,683,Shadowfax,Clear,Low,11,1,1,31.7
Kolkata,Hyderabad,2393,Blue Dart,Clear,Low,4,0,0,0.0
Mumbai,Pune,2439,Shadowfax,Rain,High,7,0,0,0.0
Ahmedabad,Kolkata,2380,Xpressbees,Clear,High,4,0,0,0.0
Pune,Hyderabad,1210,Shadowfax,Clear,Medium,2,0,0,0.0
Kolkata,Mumbai,1650,Delhivery,Rain,Medium,5,0,0,0.0
Hyderabad,Chennai,1823,Xpressbees,Clear,Low,9,0,0,0.0
Delhi,Chennai,1880,India Post,Fog,Jam (Gridlock),4,0,1,9.2
Jaipur,Chennai,2085,Xpressbees,Heavy Rain (Monsoon),Low,7,0,1,17.03
Delhi,Ahmedabad,2213,Blue Dart,Clear,Medium,11,1,1,37.74
Kolkata,Ahmedabad,2380,Blue Dart,Clear,Low,2,0,0,0.0
Jaipur,Mumbai,1534,Shadowfax,Heavy Rain (Monsoon),Jam (Gridlock),6,0,1,13.29
Jaipur,Ahmedabad,590,DTDC,Clear,High,11,1,0,0.0
Bangalore,Delhi,2342,Shadowfax,Storm,High,1,0,0,0.0
Pune,Jaipur,798,India Post,Heavy Rain (Monsoon),Low,5,0,1,10.57
Pune,Chennai,1677,India Post,Clear,High,4,0,0,0.0
Pune,Chennai,510,DTDC,Rain,Medium,4,0,1,3.1
Hyderabad,Lucknow,1901,Xpressbees,Clear,Jam (Gridlock),6,0,1,5.92
Bangalore,Chennai,2136,India Post,Clear,High,2,0,0,0.0
Chennai,Lucknow,370,Shadowfax,Heavy Rain (Monsoon),Low,6,0,1,5.85
Bangalore,Chennai,596,DTDC,Clear,Medium,11,1,0,0.0
Chennai,Ahmedabad,562,India Post,Rain,Low,12,0,0,0.0
Ahmedabad,Jaipur,1612,DTDC,Clear,High,6,0,0,0.0
Bangalore,Kolkata,231,Xpressbees,Clear,High,10,1,0,0.0
Bangalore,Jaipur,1813,Xpressbees,Clear,Low,7,0,0,0.0
Kolkata,Hyderabad,1438,Delhivery,Rain,Low,6,0,0,0.0
Pune,Kolkata,326,India Post,Clear,High,3,0,0,0.0
Delhi,Ahmedabad,1746,Ecom Express,Storm,Jam (Gridlock),5,0,0,0.0
Kolkata,Bangalore,1689,Shadowfax,Clear,Jam (Gridlock),4,0,0,0.0
Kolkata,Hyderabad,733,Shadowfax,Clear,Low,2,0,0,0.0
Kolkata,Ahmedabad,565,Ecom Express,Clear,Low,1,0,0,0.0
Delhi,Lucknow,2368,Xpressbees,Heavy Rain (Monsoon),Medium,5,0,0,0.0
Delhi,Chennai,561,Shadowfax,Rain,High,7,0,1,1.33
Bangalore,Chennai,659,Shadowfax,Clear,Medium,11,1,0,0.0
Pune,Bangalore,1677,Shadowfax,Rain,High,6,0,1,1.88
Lucknow,Bangalore,901,Blue Dart,Heavy Rain (Monsoon),Medium,5,0,0,0.0
Jaipur,Pune,1997,India Post,Fog,Medium,1,0,0,0.0
Hyderabad,Mumbai,1886,Xpressbees,Clear,Medium,3,0,1,0.0
Ahmedabad,Kolkata,81,Ecom Express,Clear,Medium,5,0,0,0.0
Lucknow,Jaipur,235,Blue Dart,Clear,Medium,10,1,0,0.0
Pune,Delhi,2044,Ecom Express,Storm,Jam (Gridlock),10,1,0,0.0
Bangalore,Kolkata,521,Shadowfax,Rain,High,12,0,0,0.0
Kolkata,Ahmedabad,1729,India Post,Heavy Rain (Monsoon),Medium,7,0,1,21.78
Lucknow,Jaipur,388,Blue Dart,Rain,Low,11,1,1,36.32
Chennai,Delhi,1841,DTDC,Storm,High,8,0,0,0.0
Hyderabad,Delhi,1565,Xpressbees,Fog,Medium,5,0,1,8.54
Lucknow,Mumbai,474,Delhivery,Heavy Rain (Monsoon),High,7,0,1,5.04
Jaipur,Kolkata,2262,Blue Dart,Clear,Medium,12,0,0,0.0
Lucknow,Chennai,1910,DTDC,Fog,Low,5,0,0,0.0
Hyderabad,Chennai,903,India Post,Clear,Medium,2,0,1,0.0
Lucknow,Ahmedabad,1259,Delhivery,Heavy Rain (Monsoon),High,7,0,1,19.72
Mumbai,Pune,1911,Xpressbees,Rain,Medium,2,0,1,3.53
Ahmedabad,Bangalore,636,Ecom Express,Clear,Jam (Gridlock),9,0,0,0.0
Hyderabad,Mumbai,1126,Xpressbees,Clear,Low,5,0,0,0.0
Kolkata,Jaipur,633,Delhivery,Clear,Low,5,0,0,0.0
Delhi,Mumbai,221,DTDC,Clear,Jam (Gridlock),4,0,1,5.39
Lucknow,Bangalore,1002,DTDC,Clear,Medium,4,0,0,0.0
Pune,Bangalore,855,Delhivery,Clear,Medium,3,0,0,0.0
Hyderabad,Jaipur,1099,DTDC,Clear,Medium,6,0,0,0.0
Hyderabad,Delhi,1725,India Post,Fog,High,12,0,0,0.0
Lucknow,Jaipur,1428,Blue Dart,Clear,Medium,3,0,1,0.0
Pune,Ahmedabad,1928,Shadowfax,Fog,Medium,2,0,0,0.0
Chennai,Mumbai,978,Blue Dart,Rain,High,6,0,0,0.0
Pune,Jaipur,1758,Blue Dart,Clear,Low,12,0,0,0.0
Bangalore,Hyderabad,1317,Xpressbees,Clear,Jam (Gridlock),1,0,0,0.0
Lucknow,Delhi,1039,Delhivery,Rain,High,12,0,0,0.0
Pune,Jaipur,2286,Ecom Express,Clear,Medium,5,0,0,0.0
Lucknow,Mumbai,2039,India Post,Clear,Medium,12,0,0,0.0
Hyderabad,Ahmedabad,1512,Xpressbees,Clear,High,4,0,0,0.0
Hyderabad,Delhi,957,India Post,Rain,High,7,0,1,1.48
Ahmedabad,Chennai,1470,DTDC,Fog,Medium,1,0,0,0.0
Hyderabad,Pune,572,India Post,Rain,Medium,7,0,1,2.29
Lucknow,Kolkata,336,Shadowfax,Fog,Low,7,0,0,0.0
Mumbai,Delhi,1680,DTDC,Heavy Rain (Monsoon),Low,9,0,0,0.0
Chennai,Bangalore,409,Xpressbees,Heavy Rain (Monsoon),High,7,0,0,0.0
Hyderabad,Delhi,1923,DTDC,Heavy Rain (Monsoon),High,7,0,1,11.32
Bangalore,Pune,1711,Shadowfax,Clear,High,9,0,0,0.0
Pune,Bangalore,2305,Xpressbees,Clear,High,2,0,0,0.0
Kolkata,Lucknow,1231,Blue Dart,Clear,Low,4,0,1,0.0
Mumbai,Chennai,802,Ecom Express,Clear,High,4,0,1,0.0
Pune,Hyderabad,910,Blue Dart,Heavy Rain (Monsoon),Low,8,0,1,21.22
Ahmedabad,Hyderabad,864,Blue Dart,Clear,Low,6,0,0,0.0
Bangalore,Chennai,2201,Delhivery,Clear,Jam (Gridlock),11,1,0,0.0
Ahmedabad,Kolkata,1439,Ecom Express,Clear,Low,10,1,0,0.0
Lucknow,Hyderabad,1719,Shadowfax,Clear,Low,12,0,0,0.0
Pune,Bangalore,1585,India Post,Rain,High,7,0,0,0.0
Pune,Bangalore,528,Ecom Express,Clear,Jam (Gridlock),10,1,0,0.0
Bangalore,Mumbai,1199,Delhivery,Clear,High,7,0,0,0.0
Chennai,Bangalore,1140,Xpressbees,Fog,Medium,7,0,0,0.0
Mumbai,Jaipur,345,Xpressbees,Rain,High,9,0,0,0.0
Mumbai,Delhi,1659,Shadowfax,Clear,High,8,0,0,0.0
Ahmedabad,Hyderabad,2188,DTDC,Fog,High,3,0,0,0.0
Pune,Mumbai,1100,India Post,Heavy Rain (Monsoon),High,7,0,0,0.0
Chennai,Lucknow,503,Xpressbees,Clear,Medium,10,1,0,0.0
Lucknow,Pune,2271,India Post,Heavy Rain (Monsoon),Medium,7,0,1,18.43
Chennai,Jaipur,1973,Xpressbees,Heavy Rain (Monsoon),Medium,7,0,1,9.07
Jaipur,Pune,224,Shadowfax,Storm,Jam (Gridlock),4,0,1,3.81
Chennai,Hyderabad,336,DTDC,Storm,High,1,0,0,0.0
Jaipur,Ahmedabad,886,Blue Dart,Clear,Medium,5,0,0,0.0
Kolkata,Hyderabad,1675,Blue Dart,Clear,Medium,1,0,0,0.0
Ahmedabad,Kolkata,1730,Delhivery,Heavy Rain (Monsoon),Low,7,0,0,0.0
Pune,Lucknow,1357,Blue Dart,Clear,Medium,3,0,0,0.0
Jaipur,Chennai,2412,Ecom Express,Fog,Medium,7,0,0,0.0
Mumbai,Delhi,1167,Xpressbees,Clear,Medium,9,0,0,0.0
Ahmedabad,Bangalore,1695,DTDC,Rain,High,7,0,1,1.47
Pune,Lucknow,65,Blue Dart,Clear,Low,10,1,1,39.05
Jaipur,Mumbai,1625,Shadowfax,Storm,Medium,8,0,0,0.0
Hyderabad,Ahmedabad,1843,Ecom Express,Clear,Medium,12,0,0,0.0
Hyderabad,Lucknow,245,Delhivery,Storm,High,2,0,0,0.0
Ahmedabad,Pune,2443,Delhivery,Clear,Low,2,0,0,0.0
Pune,Mumbai,2223,Ecom Express,Fog,High,2,0,0,0.0
Jaipur,Ahmedabad,2145,Xpressbees,Clear,Low,11,1,0,0.0
Hyderabad,Chennai,1501,Xpressbees,Rain,High,9,0,0,0.0
Chennai,Delhi,2022,Ecom Express,Storm,High,4,0,0,0.0
Pune,Delhi,2280,India Post,Clear,Jam (Gridlock),2,0,1,5.28
Chennai,Delhi,407,DTDC,Clear,High,12,0,0,0.0
Kolkata,Pune,528,Shadowfax,Clear,Medium,2,0,0,0.0
Lucknow,Jaipur,813,Delhivery,Clear,High,3,0,0,0.0
Kolkata,Delhi,455,Shadowfax,Clear,Medium,1,0,0,0.0
Chennai,Mumbai,494,Ecom Express,Clear,Jam (Gridlock),2,0,0,0.0
Delhi,Ahmedabad,2422,India Post,Clear,Jam (Gridlock),5,0,0,0.0
Bangalore,Jaipur,1300,India Post,Clear,Medium,10,1,0,0.0
Jaipur,Chennai,471,DTDC,Fog,Low,12,0,0,0.0
Hyderabad,Bangalore,1450,Blue Dart,Clear,High,11,1,0,0.0
Mumbai,Kolkata,1169,DTDC,Clear,Medium,5,0,0,0.0
Mumbai,Kolkata,2244,Blue Dart,Clear,High,5,0,1,0.0
Delhi,Bangalore,897,Xpressbees,Heavy Rain (Monsoon),Medium,8,0,0,0.0
Ahmedabad,Lucknow,80,Blue Dart,Fog,Jam (Gridlock),6,0,0,0.0
Mumbai,Ahmedabad,250,Shadowfax,Storm,Jam (Gridlock),10,1,0,0.0
Delhi,Hyderabad,2013,Blue Dart,Rain,Medium,9,0,0,0.0
Mumbai,Ahmedabad,1377,India Post,Clear,Jam (Gridlock),2,0,0,0.0
Jaipur,Pune,2112,DTDC,Clear,Medium,10,1,0,0.0
Jaipur,Pune,798,DTDC,Storm,Low,10,1,0,0.0
Kolkata,Pune,1217,Blue Dart,Fog,Medium,1,0,0,0.0
Lucknow,Chennai,325,Shadowfax,Rain,High,7,0,0,0.0
Mumbai,Jaipur,2325,Delhivery,Rain,Jam (Gridlock),9,0,1,6.05
Hyderabad,Delhi,137,Ecom Express,Clear,Jam (Gridlock),6,0,0,0.0
Mumbai,Kolkata,567,Xpressbees,Clear,High,4,0,0,0.0
Chennai,Jaipur,966,Shadowfax,Clear,Medium,5,0,0,0.0
Mumbai,Delhi,258,Xpressbees,Fog,Medium,12,0,1,5.32
Lucknow,Chennai,2202,India Post,Clear,High,4,0,1,0.0
Kolkata,Mumbai,660,Xpressbees,Rain,High,6,0,0,0.0
Ahmedabad,Lucknow,2299,Xpressbees,Clear,Low,9,0,0,0.0
Jaipur,Delhi,1872,Blue Dart,Fog,Jam (Gridlock),12,0,1,14.01
Ahmedabad,Mumbai,1039,India Post,Clear,Medium,5,0,0,0.0
Chennai,Jaipur,1967,Shadowfax,Clear,Medium,11,1,1,26.63
Chennai,Pune,1987,Ecom Express,Clear,Low,3,0,0,0.0
Delhi,Lucknow,1557,Blue Dart,Clear,High,9,0,0,0.0
Lucknow,Pune,1780,India Post,Clear,Medium,2,0,0,0.0
Kolkata,Mumbai,379,Delhivery,Rain,High,9,0,0,0.0
Bangalore,Delhi,1884,Xpressbees,Clear,Medium,3,0,0,0.0
Bangalore,Ahmedabad,1916,Blue Dart,Clear,High,11,1,0,0.0
Chennai,Delhi,2192,Blue Dart,Clear,High,4,0,0,0.0
Bangalore,Lucknow,742,Blue Dart,Fog,Low,1,0,0,0.0
Delhi,Pune,1462,Xpressbees,Clear,High,2,0,0,0.0
Ahmedabad,Pune,1070,Shadowfax,Clear,Medium,11,1,0,0.0
Kolkata,Chennai,2091,India Post,Heavy Rain (Monsoon),High,6,0,1,7.07
Chennai,Mumbai,524,Delhivery,Heavy Rain (Monsoon),High,6,0,1,9.6
Chennai,Lucknow,1128,Blue Dart,Clear,High,7,0,0,0.0
Mumbai,Lucknow,754,Shadowfax,Clear,Jam (Gridlock),8,0,0,0.0
Chennai,Kolkata,2063,DTDC,Fog,Medium,1,0,0,0.0
Ahmedabad,Hyderabad,1788,Xpressbees,Clear,Medium,9,0,0,0.0
Kolkata,Bangalore,1710,Ecom Express,Storm,High,12,0,0,0.0
Pune,Lucknow,2177,Blue Dart,Clear,Medium,1,0,1,0.0
Mumbai,Delhi,1964,Blue Dart,Rain,Jam (Gridlock),6,0,1,3.56
Chennai,Delhi,483,Delhivery,Clear,Medium,10,1,0,0.0
Jaipur,Delhi,1781,Blue Dart,Clear,High,2,0,0,0.0
Delhi,Pune,455,India Post,Fog,High,8,0,1,8.05
Delhi,Hyderabad,1505,DTDC,Storm,High,2,0,0,0.0
Kolkata,Delhi,2111,Blue Dart,Heavy Rain (Monsoon),Jam (Gridlock),6,0,1,25.3
Ahmedabad,Delhi,1726,India Post,Heavy Rain (Monsoon),High,7,0,1,14.05
Pune,Bangalore,1315,India Post,Clear,High,5,0,0,0.0
Delhi,Hyderabad,497,Xpressbees,Clear,High,10,1,0,0.0
Kolkata,Lucknow,529,Delhivery,Clear,High,3,0,0,0.0
Jaipur,Chennai,2226,DTDC,Rain,Low,3,0,0,0.0
Jaipur,Chennai,1210,Delhivery,Clear,Low,11,1,0,0.0
Bangalore,Kolkata,2052,Ecom Express,Heavy Rain (Monsoon),High,9,0,1,12.89
Hyderabad,Mumbai,1883,Shadowfax,Fog,Medium,12,0,0,0.0
Mumbai,Ahmedabad,252,Delhivery,Fog,Medium,1,0,0,0.0
Hyderabad,Ahmedabad,896,Ecom Express,Clear,Low,9,0,0,0.0
Kolkata,Jaipur,2478,India Post,Clear,Low,2,0,0,0.0
Kolkata,Lucknow,1021,Xpressbees,Storm,Medium,7,0,0,0.0
Mumbai,Kolkata,1957,Shadowfax,Rain,High,6,0,0,0.0
Lucknow,Chennai,272,Blue Dart,Clear,Jam (Gridlock),6,0,0,0.0
Pune,Ahmedabad,810,India Post,Storm,Medium,4,0,0,0.0
Jaipur,Pune,71,Ecom Express,Rain,Low,9,0,0,0.0
Mumbai,Bangalore,621,Delhivery,Rain,Jam (Gridlock),8,0,0,0.0
Hyderabad,Lucknow,1454,DTDC,Clear,High,11,1,0,0.0
Chennai,Bangalore,1705,Delhivery,Heavy Rain (Monsoon),Medium,8,0,1,17.76
Ahmedabad,Chennai,1300,Blue Dart,Rain,Medium,9,0,1,1.77
Chennai,Delhi,1884,DTDC,Rain,High,8,0,1,2.92
Bangalore,Chennai,2227,Shadowfax,Rain,Medium,7,0,0,0.0
Bangalore,Lucknow,1936,Delhivery,Clear,Medium,3,0,0,0.0
Delhi,Mumbai,403,India Post,Clear,Jam (Gridlock),4,0,1,2.16
Delhi,Jaipur,2117,India Post,Clear,Low,10,1,1,29.61
Delhi,Chennai,2460,India Post,Clear,Medium,11,1,1,30.89
Kolkata,Jaipur,1073,Delhivery,Rain,Low,7,0,0,0.0
Delhi,Lucknow,2172,Xpressbees,Clear,Medium,2,0,0,0.0
Mumbai,Jaipur,1328,India Post,Heavy Rain (Monsoon),High,6,0,0,0.0
Lucknow,Delhi,1821,Blue Dart,Clear,Medium,5,0,0,0.0
Kolkata,Ahmedabad,1937,Blue Dart,Clear,Medium,9,0,0,0.0
Pune,Chennai,1876,Shadowfax,Clear,Medium,6,0,0,0.0
Jaipur,Delhi,430,Xpressbees,Heavy Rain (Monsoon),High,9,0,1,16.12
Kolkata,Mumbai,612,Blue Dart,Clear,High,3,0,0,0.0
Delhi,Mumbai,1227,Delhivery,Clear,Medium,10,1,0,0.0
Delhi,Lucknow,636,India Post,Heavy Rain (Monsoon),Jam (Gridlock),6,0,1,12.27
Delhi,Mumbai,1512,Delhivery,Clear,Medium,4,0,0,0.0
Jaipur,Mumbai,1765,Delhivery,Heavy Rain (Monsoon),Medium,1,0,0,0.0
Delhi,Hyderabad,95,Xpressbees,Heavy Rain (Monsoon),Jam (Gridlock),12,0,1,9.28
Hyderabad,Jaipur,563,Delhivery,Clear,Medium,4,0,0,0.0
Chennai,Ahmedabad,129,DTDC,Clear,Medium,10,1,0,0.0
Ahmedabad,Hyderabad,1283,Shadowfax,Clear,Low,3,0,0,0.0
Ahmedabad,Bangalore,1055,Ecom Express,Clear,High,1,0,0,0.0
Mumbai,Kolkata,84,Blue Dart,Clear,Low,5,0,0,0.0
Pune,Lucknow,128,Xpressbees,Heavy Rain (Monsoon),Medium,11,1,1,35.41
Mumbai,Chennai,624,Ecom Express,Clear,High,1,0,0,0.0
Jaipur,Chennai,1976,Blue Dart,Rain,High,4,0,0,0.0
Delhi,Ahmedabad,481,Xpressbees,Heavy Rain (Monsoon),Low,7,0,0,0.0
Bangalore,Hyderabad,1945,Xpressbees,Clear,High,5,0,0,0.0
Delhi,Bangalore,2101,DTDC,Fog,Jam (Gridlock),1,0,1,15.66
Jaipur,Mumbai,1946,Ecom Express,Clear,High,2,0,0,0.0
Bangalore,Ahmedabad,173,Ecom Express,Clear,High,12,0,0,0.0
Pune,Hyderabad,1768,Xpressbees,Clear,Low,10,1,0,0.0
Kolkata,Delhi,868,Xpressbees,Rain,Medium,3,0,0,0.0
Lucknow,Jaipur,2226,Xpressbees,Heavy Rain (Monsoon),High,9,0,0,0.0
Pune,Delhi,1657,DTDC,Clear,High,4,0,0,0.0
Jaipur,Hyderabad,2355,Shadowfax,Storm,Medium,4,0,0,0.0
Mumbai,Pune,1462,Xpressbees,Clear,High,12,0,0,0.0
Hyderabad,Delhi,2008,Ecom Express,Storm,High,9,0,0,0.0
Mumbai,Bangalore,362,Xpressbees,Fog,High,1,0,0,0.0
Bangalore,Hyderabad,1083,Ecom Express,Fog,High,5,0,0,0.0
Chennai,Pune,1949,India Post,Clear,Medium,4,0,0,0.0
Delhi,Kolkata,1410,Shadowfax,Heavy Rain (Monsoon),Low,9,0,1,5.15
Kolkata,Chennai,834,India Post,Rain,Low,5,0,0,0.0
Bangalore,Jaipur,951,Blue Dart,Clear,High,11,1,0,0.0
Ahmedabad,Pune,2348,Ecom Express,Clear,Medium,2,0,0,0.0
Bangalore,Lucknow,661,DTDC,Rain,High,8,0,1,1.33
Lucknow,Kolkata,1347,India Post,Rain,Low,7,0,0,0.0
Pune,Mumbai,1444,Ecom Express,Rain,High,2,0,1,2.78
Bangalore,Lucknow,885,DTDC,Rain,Jam (Gridlock),3,0,0,0.0
Pune,Ahmedabad,919,Ecom Express,Clear,Medium,10,1,0,0.0
Bangalore,Lucknow,167,Xpressbees,Fog,High,1,0,0,0.0
Jaipur,Bangalore,1580,Xpressbees,Clear,Jam (Gridlock),9,0,0,0.0
Bangalore,Jaipur,1083,India Post,Clear,High,11,1,0,0.0
Delhi,Mumbai,1530,Xpressbees,Storm,Low,4,0,0,0.0
Lucknow,Bangalore,271,Shadowfax,Heavy Rain (Monsoon),High,6,0,1,10.19
Chennai,Delhi,2489,Shadowfax,Clear,High,11,1,0,0.0
Mumbai,Delhi,334,DTDC,Clear,Medium,5,0,0,0.0
Kolkata,Hyderabad,2371,India Post,Clear,Low,4,0,0,0.0
Pune,Mumbai,1406,Xpressbees,Clear,Jam (Gridlock),5,0,0,0.0
Jaipur,Pune,683,DTDC,Storm,Medium,10,1,1,22.92
Mumbai,Delhi,414,Shadowfax,Clear,Low,3,0,0,0.0
Hyderabad,Ahmedabad,1023,DTDC,Clear,Medium,6,0,0,0.0
Hyderabad,Lucknow,1036,Blue Dart,Heavy Rain (Monsoon),Low,3,0,0,0.0
Lucknow,Delhi,1937,Ecom Express,Clear,High,6,0,0,0.0
