Origin,Destination,Distance_km,Carrier,Shipment_Type,Service_Level,Mode,Priority,Package_Weight_kg,Promised_SLA_Hours,Weather,Traffic,Month,Is_Festival_Season,Delayed,Delay_Hours
Bangalore,Jaipur,1168,Blue Dart,B2C,Express,Air,High,5.45,24,Clear,Medium,11,1,0,0.0
Hyderabad,Chennai,308,Delhivery,B2C,Standard,Road,Normal,18.57,96,Clear,Medium,10,1,0,0.0
Chennai,Hyderabad,1764,India Post,B2B,Express,Road,Normal,30.16,36,Clear,Medium,10,1,0,0.0
Chennai,Delhi,1372,India Post,B2C,Express,Road,High,13.66,36,Clear,High,12,0,0,0.0
Kolkata,Jaipur,1867,Ecom Express,B2B,Express,Air,High,28.25,36,Fog,Low,12,0,0,0.0
Chennai,Bangalore,1230,DTDC,B2B,Standard,Air,Normal,0.85,72,Clear,Jam (Gridlock),3,0,1,3.53
Lucknow,Ahmedabad,1124,India Post,B2C,Same Day,Road,High,13.44,8,Clear,Medium,10,1,0,0.0
Lucknow,Bangalore,1899,Shadowfax,B2C,Standard,Air,High,1.62,48,Rain,High,10,1,0,0.0
Delhi,Chennai,771,Shadowfax,B2C,Standard,Road,High,20.93,72,Fog,Medium,2,0,0,0.0
Lucknow,Kolkata,1696,Ecom Express,B2C,Express,Road,Normal,2.56,24,Fog,High,12,0,1,14.09
Bangalore,Ahmedabad,142,India Post,B2C,Standard,Road,High,11.2,96,Clear,Medium,11,1,0,0.0
Mumbai,Jaipur,124,India Post,B2C,Standard,Road,Normal,23.32,48,Rain,High,7,0,1,6.74
Pune,Bangalore,173,Delhivery,B2B,Express,Air,Normal,29.74,36,Clear,Medium,12,0,0,0.0
Jaipur,Mumbai,238,India Post,B2C,Standard,Air,Normal,24.26,72,Rain,High,6,0,1,6.3
Mumbai,Chennai,476,India Post,B2B,Same Day,Air,High,38.74,8,Clear,Medium,3,0,0,0.0
Mumbai,Ahmedabad,1589,Shadowfax,B2C,Standard,Road,Normal,21.74,96,Clear,High,4,0,0,0.0
Pune,Delhi,764,India Post,B2C,Express,Air,High,8.63,24,Clear,Medium,11,1,0,0.0
Jaipur,Pune,506,Delhivery,B2B,Express,Road,Normal,6.67,24,Storm,Medium,12,0,0,0.0
Lucknow,Jaipur,1942,India Post,B2C,Standard,Road,High,13.81,48,Heavy Rain (Monsoon),Medium,8,0,1,18.13
Bangalore,Hyderabad,2066,Blue Dart,B2C,Same Day,Air,High,5.35,12,Fog,High,2,0,0,0.0
Mumbai,Kolkata,2084,Delhivery,B2B,Express,Road,High,0.84,24,Heavy Rain (Monsoon),High,6,0,1,28.06
Ahmedabad,Delhi,1853,Shadowfax,B2C,Express,Air,Normal,30.06,36,Storm,High,7,0,1,18.0
Bangalore,Chennai,1567,Shadowfax,B2B,Express,Road,High,0.35,24,Clear,High,1,0,0,0.0
Lucknow,Ahmedabad,172,Delhivery,B2C,Standard,Air,High,6.65,72,Clear,Medium,10,1,0,0.0
Delhi,Mumbai,460,Blue Dart,B2C,Same Day,Air,High,15.68,12,Fog,Medium,12,0,1,15.5
Bangalore,Lucknow,545,Delhivery,B2B,Same Day,Road,High,25.51,8,Heavy Rain (Monsoon),Low,7,0,1,10.54
Mumbai,Hyderabad,1925,Delhivery,B2C,Same Day,Road,Normal,36.33,8,Storm,High,4,0,0,0.0
Jaipur,Chennai,858,Delhivery,B2C,Same Day,Road,Normal,34.92,8,Heavy Rain (Monsoon),Jam (Gridlock),9,0,1,12.0
Chennai,Bangalore,2301,Blue Dart,B2C,Standard,Air,High,31.08,72,Clear,Low,5,0,0,0.0
Lucknow,Jaipur,505,Ecom Express,B2B,Same Day,Air,High,24.64,8,Rain,Low,7,0,0,0.0
Lucknow,Jaipur,2160,Ecom Express,B2C,Same Day,Road,High,38.3,8,Rain,Low,9,0,1,12.0
Bangalore,Hyderabad,691,Delhivery,B2C,Same Day,Air,High,3.39,12,Rain,High,3,0,0,0.0
Kolkata,Chennai,1599,India Post,B2C,Express,Road,Normal,15.49,36,Clear,Medium,1,0,0,0.0
Kolkata,Lucknow,783,India Post,B2C,Standard,Air,High,29.29,72,Clear,Medium,4,0,0,0.0
Lucknow,Pune,2068,Blue Dart,B2C,Express,Road,High,15.96,36,Heavy Rain (Monsoon),Low,9,0,0,0.0
Lucknow,Chennai,2351,DTDC,B2B,Express,Air,High,35.86,24,Clear,Low,11,1,0,0.0
Chennai,Ahmedabad,2139,Delhivery,B2B,Express,Road,High,9.11,24,Fog,Medium,12,0,0,0.0
Jaipur,Delhi,612,Xpressbees,B2C,Same Day,Road,Normal,12.28,8,Clear,High,11,1,0,0.0
Delhi,Kolkata,819,DTDC,B2B,Same Day,Road,Normal,31.62,8,Fog,Medium,1,0,1,12.0
Chennai,Jaipur,2269,Xpressbees,B2B,Express,Road,High,39.89,36,Clear,Low,2,0,0,0.0
Lucknow,Jaipur,1026,India Post,B2C,Standard,Air,High,31.31,72,Rain,Medium,7,0,0,0.0
Chennai,Kolkata,1044,Blue Dart,B2B,Express,Air,High,10.52,36,Clear,Medium,4,0,0,0.0
Hyderabad,Bangalore,692,Blue Dart,B2C,Express,Road,High,3.99,24,Heavy Rain (Monsoon),Jam (Gridlock),6,0,1,21.43
Chennai,Jaipur,1170,Blue Dart,B2C,Standard,Road,Normal,15.82,96,Fog,Low,4,0,0,0.0
Chennai,Lucknow,2187,Shadowfax,B2B,Standard,Road,High,39.49,48,Heavy Rain (Monsoon),Low,7,0,1,30.89
Ahmedabad,Lucknow,910,Shadowfax,B2C,Standard,Air,High,27.65,72,Storm,Medium,6,0,1,18.53
Ahmedabad,Bangalore,330,DTDC,B2B,Standard,Road,Normal,18.12,72,Clear,Jam (Gridlock),2,0,1,4.29
Delhi,Pune,176,Delhivery,B2B,Express,Air,Normal,24.54,36,Clear,High,10,1,0,0.0
Chennai,Delhi,2068,India Post,B2B,Express,Road,High,34.26,36,Fog,Medium,10,1,1,50.11
Ahmedabad,Kolkata,2005,Ecom Express,B2B,Same Day,Road,High,22.65,12,Rain,High,4,0,1,18.0
Ahmedabad,Delhi,1149,Blue Dart,B2B,Express,Road,High,4.72,36,Heavy Rain (Monsoon),High,7,0,0,0.0
Hyderabad,Chennai,1044,DTDC,B2B,Same Day,Air,High,27.26,8,Heavy Rain (Monsoon),High,11,1,0,0.0
Chennai,Mumbai,1376,Shadowfax,B2C,Express,Air,Normal,1.27,24,Heavy Rain (Monsoon),Medium,8,0,0,0.0
Pune,Lucknow,2058,Blue Dart,B2C,Same Day,Air,High,32.61,12,Storm,Medium,3,0,0,0.0
Hyderabad,Mumbai,2384,DTDC,B2C,Express,Air,High,28.85,36,Fog,High,1,0,0,0.0
Lucknow,Delhi,1786,Blue Dart,B2C,Express,Road,Normal,31.37,24,Clear,Medium,10,1,1,36.0
Bangalore,Ahmedabad,269,Ecom Express,B2C,Standard,Road,Normal,27.54,48,Clear,Medium,3,0,0,0.0
Lucknow,Pune,1124,Blue Dart,B2B,Standard,Road,Normal,34.63,72,Clear,High,11,1,0,0.0
Ahmedabad,Kolkata,2408,Blue Dart,B2C,Standard,Air,Normal,6.41,72,Clear,Medium,3,0,0,0.0
Mumbai,Hyderabad,1466,Ecom Express,B2C,Express,Road,Normal,38.11,36,Rain,High,7,0,0,0.0
Mumbai,Jaipur,233,Ecom Express,B2C,Express,Air,Normal,23.17,24,Clear,Medium,4,0,0,0.0
Pune,Kolkata,1760,Shadowfax,B2B,Standard,Air,High,22.3,96,Storm,Medium,5,0,1,20.66
Lucknow,Chennai,1145,Delhivery,B2B,Same Day,Road,Normal,22.94,8,Heavy Rain (Monsoon),Low,7,0,1,12.0
Kolkata,Jaipur,221,Ecom Express,B2C,Standard,Road,High,28.04,48,Clear,Low,6,0,0,0.0
Mumbai,Ahmedabad,717,Xpressbees,B2C,Express,Road,Normal,12.08,24,Clear,Medium,4,0,0,0.0
Kolkata,Ahmedabad,217,Delhivery,B2B,Same Day,Road,High,20.69,8,Clear,Medium,5,0,0,0.0
Kolkata,Lucknow,1187,Delhivery,B2B,Express,Air,Normal,26.03,36,Clear,Medium,10,1,0,0.0
Ahmedabad,Delhi,1363,Xpressbees,B2B,Express,Air,High,13.58,24,Fog,Medium,1,0,1,16.8
Pune,Hyderabad,190,Shadowfax,B2B,Same Day,Air,High,12.88,8,Clear,Medium,6,0,0,0.0
Chennai,Kolkata,1209,Shadowfax,B2C,Same Day,Air,High,22.86,8,Clear,High,3,0,0,0.0
Mumbai,Hyderabad,148,DTDC,B2C,Same Day,Road,High,32.78,8,Clear,Low,10,1,0,0.0
Bangalore,Delhi,198,Delhivery,B2C,Express,Air,Normal,27.73,24,Clear,Medium,1,0,0,0.0
Hyderabad,Ahmedabad,1204,India Post,B2C,Standard,Air,High,21.32,48,Clear,Low,3,0,0,0.0
Hyderabad,Bangalore,2223,Blue Dart,B2B,Same Day,Road,Normal,29.82,8,Rain,High,6,0,1,8.22
Kolkata,Jaipur,507,Xpressbees,B2C,Standard,Air,High,9.4,48,Fog,Low,5,0,1,5.98
Chennai,Kolkata,2290,Blue Dart,B2B,Express,Air,Normal,1.09,36,Heavy Rain (Monsoon),Medium,8,0,0,0.0
Hyderabad,Kolkata,2148,Shadowfax,B2C,Standard,Road,Normal,13.14,72,Clear,Low,1,0,0,0.0
Hyderabad,Ahmedabad,2097,India Post,B2B,Same Day,Road,Normal,25.72,12,Clear,Low,2,0,0,0.0
Kolkata,Chennai,1476,Delhivery,B2B,Express,Air,Normal,19.27,36,Rain,Low,4,0,0,0.0
Pune,Hyderabad,2459,Delhivery,B2B,Same Day,Air,Normal,38.18,8,Clear,Medium,7,0,0,0.0
Mumbai,Jaipur,1550,Blue Dart,B2B,Standard,Road,Normal,36.6,72,Clear,Low,6,0,0,0.0
Jaipur,Ahmedabad,569,Xpressbees,B2B,Express,Road,Normal,16.89,36,Clear,Medium,2,0,0,0.0
Jaipur,Bangalore,1722,India Post,B2B,Same Day,Road,Normal,11.75,8,Storm,High,4,0,0,0.0
Lucknow,Kolkata,849,DTDC,B2C,Standard,Air,High,12.82,48,Clear,Medium,10,1,0,0.0
Mumbai,Lucknow,1523,Shadowfax,B2B,Express,Air,High,1.82,24,Clear,High,11,1,0,0.0
Lucknow,Kolkata,1635,Xpressbees,B2C,Same Day,Air,Normal,21.14,8,Clear,High,4,0,0,0.0
Lucknow,Mumbai,2459,Delhivery,B2C,Express,Road,High,21.19,36,Clear,High,10,1,1,37.35
Jaipur,Hyderabad,1710,Blue Dart,B2C,Same Day,Road,Normal,8.78,12,Clear,Medium,3,0,0,0.0
Chennai,Mumbai,1811,Ecom Express,B2C,Express,Air,Normal,9.7,24,Clear,Low,11,1,0,0.0
Jaipur,Chennai,2468,Xpressbees,B2C,Same Day,Road,Normal,6.23,8,Storm,Medium,11,1,0,0.0
Chennai,Pune,1974,Xpressbees,B2B,Standard,Air,High,25.21,72,Clear,Low,7,0,0,0.0
Ahmedabad,Hyderabad,2270,Shadowfax,B2C,Express,Road,High,13.84,24,Clear,Medium,3,0,0,0.0
Bangalore,Chennai,1552,Xpressbees,B2B,Express,Road,High,15.7,24,Clear,High,2,0,1,9.17
Mumbai,Hyderabad,1990,Blue Dart,B2B,Same Day,Road,Normal,21.6,8,Clear,Medium,4,0,0,0.0
Bangalore,Pune,1653,Xpressbees,B2C,Express,Air,Normal,31.75,24,Clear,Jam (Gridlock),5,0,1,3.97
Hyderabad,Jaipur,1789,Xpressbees,B2C,Same Day,Air,Normal,11.66,12,Storm,Medium,9,0,0,0.0
Kolkata,Chennai,1390,DTDC,B2C,Express,Road,Normal,23.22,24,Clear,Low,1,0,1,12.26
Kolkata,Bangalore,298,Xpressbees,B2C,Express,Road,High,2.05,24,Storm,High,10,1,1,36.0
Hyderabad,Delhi,322,Ecom Express,B2B,Standard,Air,Normal,3.93,72,Rain,Medium,2,0,0,0.0
Jaipur,Ahmedabad,119,Xpressbees,B2B,Standard,Air,High,9.78,48,Rain,Medium,6,0,0,0.0
Jaipur,Kolkata,771,Ecom Express,B2B,Standard,Road,High,25.43,48,Heavy Rain (Monsoon),Medium,1,0,0,0.0
Delhi,Jaipur,170,Delhivery,B2C,Express,Air,Normal,5.09,36,Fog,Low,12,0,1,10.3
Ahmedabad,Kolkata,1534,Ecom Express,B2C,Same Day,Air,High,38.23,12,Fog,High,10,1,0,0.0
Lucknow,Mumbai,1761,Blue Dart,B2C,Standard,Air,Normal,22.48,96,Clear,Jam (Gridlock),11,1,0,0.0
Bangalore,Chennai,285,Ecom Express,B2C,Standard,Road,High,24.74,96,Rain,High,5,0,0,0.0
Kolkata,Bangalore,871,Xpressbees,B2C,Express,Road,Normal,15.73,24,Clear,High,3,0,0,0.0
Bangalore,Jaipur,1259,Shadowfax,B2B,Standard,Road,Normal,34.88,96,Clear,Jam (Gridlock),10,1,1,34.83
Lucknow,Chennai,712,Ecom Express,B2C,Standard,Air,High,26.06,48,Clear,Low,2,0,0,0.0
Chennai,Ahmedabad,1194,Delhivery,B2C,Standard,Road,Normal,7.0,96,Fog,Low,12,0,0,0.0
Hyderabad,Pune,2184,Xpressbees,B2B,Same Day,Air,Normal,35.34,8,Rain,Low,6,0,1,6.08
Pune,Lucknow,715,Blue Dart,B2C,Express,Road,High,33.73,24,Clear,Medium,11,1,0,0.0
Mumbai,Kolkata,1654,Ecom Express,B2B,Standard,Air,High,8.09,48,Storm,Jam (Gridlock),8,0,1,16.9
Mumbai,Bangalore,814,Delhivery,B2C,Express,Air,High,27.68,24,Rain,High,3,0,0,0.0
Lucknow,Jaipur,1768,Ecom Express,B2C,Standard,Road,Normal,39.57,96,Fog,Medium,1,0,0,0.0
Chennai,Pune,1820,Xpressbees,B2B,Standard,Road,High,31.7,96,Fog,Low,1,0,0,0.0
Kolkata,Pune,1667,India Post,B2C,Same Day,Road,Normal,28.08,8,Clear,Low,1,0,1,12.0
Hyderabad,Mumbai,2029,DTDC,B2C,Same Day,Road,High,10.39,12,Clear,Medium,7,0,1,15.0
Chennai,Delhi,571,Shadowfax,B2B,Standard,Road,Normal,38.26,48,Clear,High,10,1,0,0.0
Kolkata,Lucknow,534,India Post,B2C,Standard,Air,Normal,25.87,48,Clear,High,7,0,0,0.0
Bangalore,Chennai,1429,DTDC,B2C,Same Day,Road,High,8.82,12,Clear,Medium,1,0,0,0.0
Mumbai,Kolkata,447,Xpressbees,B2B,Standard,Air,Normal,17.6,48,Rain,High,6,0,1,1.7
Pune,Lucknow,854,DTDC,B2C,Same Day,Air,Normal,0.44,8,Clear,Medium,11,1,0,0.0
Mumbai,Hyderabad,2046,Blue Dart,B2C,Same Day,Road,Normal,20.23,8,Clear,High,1,0,0,0.0
Hyderabad,Delhi,1167,India Post,B2C,Same Day,Road,High,33.04,8,Heavy Rain (Monsoon),Medium,8,0,1,12.0
Ahmedabad,Pune,813,India Post,B2C,Same Day,Air,High,7.46,8,Clear,High,9,0,0,0.0
Mumbai,Delhi,2464,Blue Dart,B2C,Standard,Road,High,14.56,72,Heavy Rain (Monsoon),High,7,0,1,14.33
Jaipur,Delhi,978,Xpressbees,B2C,Express,Road,Normal,24.13,24,Rain,Medium,6,0,0,0.0
Jaipur,Ahmedabad,1198,DTDC,B2B,Same Day,Road,High,39.4,12,Storm,Jam (Gridlock),3,0,1,18.0
Kolkata,Mumbai,2038,Ecom Express,B2C,Express,Road,Normal,25.87,36,Clear,Medium,1,0,0,0.0
Jaipur,Bangalore,1954,Delhivery,B2C,Standard,Air,High,38.09,72,Clear,High,1,0,0,0.0
Pune,Bangalore,150,Ecom Express,B2C,Same Day,Air,Normal,4.15,12,Rain,Medium,7,0,0,0.0
Mumbai,Chennai,2481,Delhivery,B2B,Same Day,Road,Normal,16.89,12,Clear,High,5,0,0,0.0
Bangalore,Chennai,2377,Shadowfax,B2C,Same Day,Air,High,22.02,12,Fog,Medium,12,0,0,0.0
Chennai,Ahmedabad,2219,Shadowfax,B2C,Standard,Air,Normal,17.96,48,Rain,High,7,0,0,0.0
Ahmedabad,Delhi,608,Xpressbees,B2B,Same Day,Air,High,1.36,12,Rain,Medium,2,0,0,0.0
Kolkata,Delhi,674,Xpressbees,B2B,Same Day,Air,Normal,7.77,8,Heavy Rain (Monsoon),High,7,0,1,12.0
Jaipur,Chennai,833,India Post,B2B,Same Day,Road,High,4.52,12,Clear,Low,5,0,0,0.0
Ahmedabad,Lucknow,1222,DTDC,B2C,Standard,Road,High,28.65,96,Rain,Medium,9,0,0,0.0
Jaipur,Ahmedabad,1882,Ecom Express,B2B,Express,Road,Normal,34.16,36,Clear,Low,5,0,0,0.0
Lucknow,Jaipur,1215,Xpressbees,B2B,Same Day,Road,Normal,2.8,12,Fog,Low,12,0,0,0.0
Lucknow,Bangalore,2053,India Post,B2C,Express,Road,Normal,18.9,36,Clear,High,11,1,0,0.0
Ahmedabad,Delhi,812,DTDC,B2C,Standard,Air,High,18.29,48,Clear,Jam (Gridlock),5,0,1,5.78
Mumbai,Jaipur,1761,Xpressbees,B2C,Standard,Road,Normal,34.96,72,Heavy Rain (Monsoon),High,7,0,0,0.0
Bangalore,Jaipur,2293,Xpressbees,B2B,Same Day,Air,High,10.28,8,Clear,High,2,0,0,0.0
Hyderabad,Pune,1647,India Post,B2B,Standard,Air,Normal,31.56,48,Heavy Rain (Monsoon),High,6,0,0,0.0
Ahmedabad,Jaipur,615,DTDC,B2C,Express,Road,Normal,27.43,36,Clear,Low,12,0,0,0.0
Mumbai,Jaipur,1473,India Post,B2C,Same Day,Air,Normal,34.76,8,Clear,Medium,1,0,0,0.0
Hyderabad,Lucknow,994,Shadowfax,B2C,Express,Air,Normal,16.98,24,Clear,Low,10,1,0,0.0
Delhi,Ahmedabad,804,Ecom Express,B2C,Express,Road,High,24.21,24,Clear,Medium,5,0,0,0.0
Mumbai,Kolkata,925,Ecom Express,B2B,Express,Road,High,21.29,24,Rain,High,7,0,1,16.22
Hyderabad,Bangalore,974,Blue Dart,B2C,Express,Road,Normal,21.67,24,Clear,Jam (Gridlock),6,0,1,24.9
Pune,Lucknow,1120,Delhivery,B2C,Express,Road,High,32.62,24,Clear,Medium,10,1,0,0.0
Bangalore,Delhi,1808,Xpressbees,B2B,Standard,Road,Normal,31.46,72,Clear,Low,11,1,1,20.23
Mumbai,Bangalore,1366,Xpressbees,B2C,Express,Air,High,7.63,24,Clear,Jam (Gridlock),11,1,0,0.0
Chennai,Lucknow,1768,Delhivery,B2B,Express,Road,High,6.16,24,Rain,Medium,6,0,0,0.0
Bangalore,Chennai,242,Shadowfax,B2C,Same Day,Road,Normal,19.08,8,Clear,Low,5,0,1,0.0
Bangalore,Jaipur,1629,Delhivery,B2C,Same Day,Air,High,21.97,8,Clear,Medium,11,1,0,0.0
Lucknow,Jaipur,173,Shadowfax,B2C,Express,Air,Normal,1.39,36,Rain,Jam (Gridlock),11,1,1,17.02
Ahmedabad,Kolkata,2382,Xpressbees,B2B,Standard,Air,Normal,10.52,96,Clear,High,10,1,0,0.0
Lucknow,Delhi,1730,Delhivery,B2B,Express,Air,Normal,11.1,24,Clear,Medium,10,1,0,0.0
Hyderabad,Kolkata,1440,DTDC,B2B,Same Day,Road,High,39.18,8,Rain,High,12,0,1,12.0
Bangalore,Hyderabad,413,India Post,B2C,Same Day,Air,High,7.92,12,Rain,Low,5,0,0,0.0
Chennai,Ahmedabad,944,India Post,B2B,Standard,Road,High,7.47,72,Clear,Low,2,0,1,9.77
Kolkata,Jaipur,379,India Post,B2C,Same Day,Road,High,29.35,12,Clear,Low,8,0,1,3.26
Mumbai,Jaipur,1373,Xpressbees,B2C,Express,Air,Normal,33.02,36,Clear,Medium,4,0,0,0.0
Chennai,Lucknow,62,Delhivery,B2C,Same Day,Air,Normal,2.51,8,Fog,Medium,12,0,1,5.35
Delhi,Hyderabad,1356,Delhivery,B2C,Same Day,Road,Normal,27.58,12,Heavy Rain (Monsoon),Medium,2,0,0,0.0
Jaipur,Chennai,684,Shadowfax,B2C,Same Day,Road,High,34.18,8,Clear,High,3,0,0,0.0
Kolkata,Chennai,858,DTDC,B2C,Express,Air,High,31.55,24,Rain,Low,7,0,0,0.0
Lucknow,Hyderabad,1332,Blue Dart,B2C,Express,Road,High,12.93,36,Clear,High,10,1,1,23.65
Lucknow,Kolkata,1002,Xpressbees,B2C,Same Day,Road,High,19.79,12,Heavy Rain (Monsoon),Low,8,0,0,0.0
Chennai,Hyderabad,155,Delhivery,B2B,Same Day,Air,High,19.89,8,Storm,Medium,2,0,0,0.0
Lucknow,Bangalore,1033,DTDC,B2B,Express,Road,Normal,15.32,36,Fog,Jam (Gridlock),12,0,1,12.55
Delhi,Chennai,416,Ecom Express,B2B,Express,Road,High,13.2,36,Clear,Jam (Gridlock),12,0,0,0.0
Bangalore,Lucknow,380,Delhivery,B2C,Express,Air,Normal,16.14,24,Heavy Rain (Monsoon),High,9,0,1,5.77
Hyderabad,Mumbai,1030,Xpressbees,B2C,Same Day,Air,High,11.59,12,Rain,High,10,1,1,18.0
Kolkata,Pune,1791,India Post,B2B,Express,Air,High,17.43,24,Clear,Low,6,0,0,0.0
Hyderabad,Delhi,389,Ecom Express,B2B,Express,Air,Normal,35.13,36,Clear,Medium,3,0,0,0.0
Mumbai,Delhi,1906,Shadowfax,B2B,Standard,Road,High,21.96,72,Rain,Low,6,0,1,19.19
Hyderabad,Pune,2363,Xpressbees,B2C,Standard,Air,Normal,34.04,72,Clear,Low,11,1,0,0.0
Kolkata,Chennai,1094,Xpressbees,B2B,Standard,Air,Normal,34.46,48,Clear,Medium,3,0,0,0.0
Pune,Chennai,1317,India Post,B2B,Standard,Road,High,33.67,72,Clear,Medium,1,0,0,0.0
Jaipur,Pune,58,Xpressbees,B2B,Express,Air,Normal,7.14,36,Clear,Medium,1,0,0,0.0
Ahmedabad,Kolkata,161,DTDC,B2B,Express,Air,Normal,19.98,24,Heavy Rain (Monsoon),Medium,8,0,0,0.0
Hyderabad,Ahmedabad,1443,India Post,B2B,Same Day,Air,High,3.46,8,Clear,Low,8,0,0,0.0
Chennai,Kolkata,2277,Ecom Express,B2B,Standard,Air,High,34.32,72,Clear,Medium,3,0,0,0.0
Pune,Mumbai,1918,Blue Dart,B2C,Express,Air,High,34.5,24,Storm,Jam (Gridlock),9,0,1,28.84
Bangalore,Lucknow,1610,Xpressbees,B2C,Standard,Road,High,20.11,48,Clear,Medium,9,0,0,0.0
Ahmedabad,Kolkata,1452,Shadowfax,B2C,Express,Road,High,19.35,24,Clear,Medium,11,1,0,0.0
Lucknow,Ahmedabad,1177,Shadowfax,B2B,Standard,Air,High,32.49,48,Clear,Medium,5,0,0,0.0
Delhi,Lucknow,1780,Delhivery,B2B,Express,Road,High,14.21,36,Clear,Medium,4,0,0,0.0
Kolkata,Chennai,1944,Xpressbees,B2C,Same Day,Road,High,26.94,12,Clear,Low,3,0,0,0.0
Pune,Mumbai,2219,Ecom Express,B2C,Same Day,Road,Normal,34.15,8,Fog,Jam (Gridlock),1,0,1,12.0
Hyderabad,Kolkata,1769,Ecom Express,B2C,Express,Road,High,5.91,36,Clear,High,8,0,1,8.08
Bangalore,Mumbai,1810,Xpressbees,B2B,Standard,Road,Normal,16.68,72,Clear,Low,8,0,0,0.0
Jaipur,Delhi,1900,Blue Dart,B2B,Standard,Road,High,18.72,96,Clear,High,10,1,1,48.4
Chennai,Lucknow,795,India Post,B2B,Express,Road,Normal,2.92,24,Clear,Low,3,0,0,0.0
Jaipur,Kolkata,1409,Ecom Express,B2B,Express,Air,Normal,3.6,24,Clear,High,11,1,0,0.0
Mumbai,Kolkata,2154,DTDC,B2B,Same Day,Road,Normal,24.31,8,Rain,Medium,8,0,0,0.0
Mumbai,Chennai,315,India Post,B2C,Same Day,Air,High,20.33,8,Rain,High,7,0,0,0.0
Lucknow,Delhi,922,DTDC,B2C,Same Day,Road,High,30.38,12,Rain,High,3,0,1,17.81
Chennai,Jaipur,2256,Delhivery,B2B,Express,Air,High,9.49,24,Clear,Medium,8,0,0,0.0
Delhi,Lucknow,1720,Shadowfax,B2B,Express,Road,Normal,32.13,24,Fog,Low,9,0,1,22.78
Delhi,Kolkata,536,DTDC,B2C,Standard,Road,Normal,32.34,72,Heavy Rain (Monsoon),Medium,4,0,1,17.04
Lucknow,Kolkata,1223,Delhivery,B2B,Same Day,Air,Normal,25.29,8,Clear,High,1,0,0,0.0
Delhi,Jaipur,402,Ecom Express,B2C,Standard,Air,Normal,10.86,48,Clear,High,4,0,0,0.0
Jaipur,Mumbai,1297,Delhivery,B2B,Same Day,Air,Normal,36.37,12,Heavy Rain (Monsoon),High,9,0,0,0.0
Pune,Bangalore,563,Ecom Express,B2C,Same Day,Air,Normal,5.89,12,Clear,High,2,0,0,0.0
Ahmedabad,Kolkata,931,Xpressbees,B2C,Standard,Air,High,13.94,48,Clear,Low,4,0,0,0.0
Kolkata,Delhi,376,India Post,B2B,Standard,Road,Normal,25.01,96,Clear,High,10,1,0,0.0
Chennai,Ahmedabad,1880,Shadowfax,B2B,Same Day,Road,Normal,27.48,8,Heavy Rain (Monsoon),Low,6,0,1,12.0
Chennai,Bangalore,385,Xpressbees,B2C,Same Day,Air,Normal,1.09,12,Heavy Rain (Monsoon),High,9,0,1,17.07
Bangalore,Lucknow,1842,Delhivery,B2C,Same Day,Road,Normal,39.82,12,Heavy Rain (Monsoon),High,1,0,1,18.0
Bangalore,Hyderabad,998,Shadowfax,B2C,Express,Air,Normal,5.53,36,Rain,High,4,0,0,0.0
Bangalore,Pune,336,Blue Dart,B2C,Standard,Air,High,26.55,96,Storm,Low,9,0,0,0.0
Mumbai,Chennai,953,Ecom Express,B2B,Express,Air,Normal,12.89,36,Storm,Medium,4,0,1,18.33
Jaipur,Kolkata,419,Xpressbees,B2B,Express,Air,Normal,14.86,24,Clear,High,8,0,0,0.0
Chennai,Hyderabad,615,India Post,B2C,Express,Air,High,24.93,36,Clear,Medium,3,0,0,0.0
Pune,Bangalore,2486,Blue Dart,B2B,Same Day,Road,Normal,35.28,8,Clear,High,1,0,1,11.52
Delhi,Hyderabad,692,Delhivery,B2C,Standard,Air,High,34.41,48,Clear,Jam (Gridlock),5,0,1,6.6
Lucknow,Mumbai,852,DTDC,B2C,Express,Road,High,24.55,24,Clear,Jam (Gridlock),4,0,1,15.13
Mumbai,Ahmedabad,168,Xpressbees,B2B,Same Day,Air,High,18.94,12,Clear,Medium,5,0,0,0.0
Chennai,Hyderabad,1501,Blue Dart,B2C,Express,Road,Normal,26.53,24,Rain,Low,11,1,1,36.0
Kolkata,Ahmedabad,731,DTDC,B2B,Standard,Road,Normal,19.3,48,Fog,Medium,1,0,0,0.0
Hyderabad,Lucknow,1925,Blue Dart,B2C,Standard,Air,High,14.78,72,Clear,Low,6,0,0,0.0
Ahmedabad,Pune,1252,India Post,B2B,Same Day,Road,High,21.05,8,Clear,Low,2,0,1,12.0
Pune,Mumbai,1794,India Post,B2C,Same Day,Air,High,35.51,12,Heavy Rain (Monsoon),Low,1,0,1,13.78
Pune,Jaipur,1133,Shadowfax,B2B,Standard,Road,High,33.69,48,Rain,High,4,0,0,0.0
Kolkata,Hyderabad,2366,Shadowfax,B2C,Standard,Air,Normal,13.24,48,Storm,Low,2,0,1,19.9
Kolkata,Chennai,2422,India Post,B2B,Standard,Road,Normal,3.94,72,Heavy Rain (Monsoon),Medium,6,0,1,20.38
Pune,Kolkata,1458,Xpressbees,B2C,Standard,Air,High,12.78,48,Clear,Low,4,0,0,0.0
Pune,Delhi,1186,Delhivery,B2C,Standard,Air,High,20.1,96,Clear,Jam (Gridlock),6,0,0,0.0
Ahmedabad,Delhi,640,Shadowfax,B2C,Standard,Road,High,20.75,48,Storm,Medium,11,1,0,0.0
